20130626,NA
20130627,NA
20130628,NA
20130701,NA
20130702,NA
20130703,NA
20130704,NA
20130705,NA
20130708,NA
20130709,NA
20130710,NA
20130711,NA
20130712,NA
20130715,NA
20130716,NA
20130717,NA
20130718,NA
20130719,NA
20130722,NA
20130723,NA
20130724,NA
20130725,NA
20130726,NA
20130729,NA
20130730,NA
20130731,NA
20130801,NA
20130802,NA
20130805,NA
20130806,NA
20130807,NA
20130808,NA
20130809,NA
20130812,NA
20130813,NA
20130814,NA
20130815,NA
20130816,NA
20130819,NA
20130820,NA
20130821,NA
20130822,NA
20130823,NA
20130826,NA
20130827,NA
20130828,NA
20130829,NA
20130830,NA
20130902,NA
20130903,NA
20130904,NA
20130905,NA
20130906,NA
20130909,NA
20130910,NA
20130911,NA
20130912,NA
20130913,NA
20130916,NA
20130917,NA
20130918,NA
20130923,NA
20130924,NA
20130925,NA
20130926,NA
20130927,NA
20130930,NA
20131008,NA
20131009,NA
20131010,NA
20131011,NA
20131014,NA
20131015,NA
20131016,NA
20131017,NA
20131018,977
20131021,969
20131022,948
20131023,939
20131024,926
20131025,918
20131028,923
20131029,921
20131030,924
20131031,922
20131101,942
20131104,950
20131105,946
20131106,944
20131107,945
20131108,939
20131111,942
20131112,943
20131113,943
20131114,937
20131115,931
20131118,932
20131119,942
20131120,942
20131121,932
20131122,931
20131125,933
20131126,941
20131127,936
20131128,939
20131129,939
20131202,936
20131203,939
20131204,952
20131205,945
20131206,941
20131209,945
20131210,942
20131211,937
20131212,930
20131213,914
20131216,918
20131217,910
20131218,906
20131219,908
20131220,905
20131223,893
20131224,900
20131225,903
20131226,896
20131227,907
20131230,911
20131231,911
20140102,907
20140103,902
20140106,893
20140107,896
20140108,892
20140109,888
20140110,881
20140113,871
20140114,880
20140115,879
20140116,879
20140117,876
20140120,861
20140121,847
20140122,852
20140123,878
20140124,877
20140127,864
20140128,857
20140129,866
20140130,868
20140207,856
20140210,854
20140211,848
20140212,853
20140213,854
20140214,861
20140217,873
20140218,860
20140219,864
20140220,852
20140221,851
20140224,821
20140225,817
20140226,820
20140227,818
20140228,808
20140303,799
20140304,801
20140305,802
20140306,787
20140307,764
20140310,728
20140311,740
20140312,737
20140313,749
20140314,740
20140317,729
20140318,732
20140319,732
20140320,733
20140321,733
20140324,744
20140325,759
20140326,758
20140327,757
20140328,781
20140331,794
20140401,800
20140402,784
20140403,799
20140404,808
20140408,825
20140409,819
20140410,816
20140411,814
20140414,803
20140415,812
20140416,797
20140417,795
20140418,781
20140421,781
20140422,779
20140423,786
20140424,794
20140425,795
20140428,760
20140429,771
20140430,765
20140505,771
20140506,768
20140507,749
20140508,735
20140509,735
20140512,741
20140513,740
20140514,738
20140515,738
20140516,717
20140519,707
20140520,700
20140521,708
20140522,714
20140523,707
20140526,722
20140527,724
20140528,707
20140529,702
20140530,680
20140603,682
20140604,691
20140605,688
20140606,689
20140609,690
20140610,686
20140611,682
20140612,666
20140613,667
20140616,661
20140617,667
20140618,665
20140619,663
20140620,677
20140623,691
20140624,683
20140625,693
20140626,717
20140627,707
