指标名称,中债国债到期收益率:1年,定期存款利率:1年(整存整取)
2002-01-04,2.5850 ,
2002-01-07,2.6009 ,
2002-01-08,1.9156 ,
2002-01-09,1.9040 ,
2002-01-10,1.8987 ,
2002-01-11,1.8757 ,
2002-01-14,1.6794 ,
2002-01-15,1.7265 ,
2002-01-16,1.7403 ,
2002-01-17,1.7165 ,
2002-01-18,2.3130 ,
2002-01-21,2.3057 ,
2002-01-22,2.3195 ,
2002-01-23,2.4151 ,
2002-01-24,2.2820 ,
2002-01-25,2.4084 ,
2002-01-28,2.3583 ,
2002-01-29,1.8731 ,
2002-01-30,2.3022 ,
2002-01-31,2.3164 ,
2002-02-01,2.2378 ,
2002-02-04,2.2322 ,
2002-02-05,2.1994 ,
2002-02-06,2.2673 ,
2002-02-07,2.1876 ,
2002-02-08,2.1877 ,
2002-02-09,2.2009 ,
2002-02-10,2.2233 ,
2002-02-11,2.2539 ,
2002-02-19,2.2399 ,
2002-02-20,2.1405 ,
2002-02-21,2.2222 ,1.98 
2002-02-22,2.2165 ,
2002-02-25,2.0962 ,
2002-02-26,2.0677 ,
2002-02-27,2.0638 ,
2002-02-28,2.0560 ,
2002-03-01,2.0791 ,
2002-03-04,2.1438 ,
2002-03-05,2.0757 ,
2002-03-06,1.9399 ,
2002-03-07,1.9249 ,
2002-03-08,1.8961 ,
2002-03-11,1.9272 ,
2002-03-12,1.9121 ,
2002-03-13,1.9312 ,
2002-03-14,1.9146 ,
2002-03-15,1.9500 ,
2002-03-18,2.0959 ,
2002-03-19,2.1169 ,
2002-03-20,2.1299 ,
2002-03-21,1.9244 ,
2002-03-22,1.9113 ,
2002-03-25,1.8447 ,
2002-03-26,1.8839 ,
2002-03-27,1.7698 ,
2002-03-28,1.8610 ,
2002-03-29,1.8750 ,
2002-04-01,1.9080 ,
2002-04-02,1.9516 ,
2002-04-03,1.9254 ,
2002-04-04,1.8484 ,
2002-04-05,1.7734 ,
2002-04-08,1.8599 ,
2002-04-09,1.8409 ,
2002-04-10,1.8942 ,
2002-04-11,1.8843 ,
2002-04-12,1.9654 ,
2002-04-15,1.9224 ,
2002-04-16,1.9474 ,
2002-04-17,1.8927 ,
2002-04-18,1.9182 ,
2002-04-19,2.0070 ,
2002-04-22,1.8999 ,
2002-04-23,1.9133 ,
2002-04-24,1.8967 ,
2002-04-25,1.8510 ,
2002-04-26,4.5045 ,
2002-04-27,1.8908 ,
2002-04-28,1.2306 ,
2002-04-29,1.8497 ,
2002-04-30,1.9305 ,
2002-05-08,1.8998 ,
2002-05-09,1.8600 ,
2002-05-10,1.9658 ,
2002-05-13,1.8602 ,
2002-05-14,1.8893 ,
2002-05-15,1.8644 ,
2002-05-16,1.8791 ,
2002-05-17,1.9003 ,
2002-05-20,1.8436 ,
2002-05-21,1.8761 ,
2002-05-22,1.8961 ,
2002-05-23,1.9587 ,
2002-05-24,1.9377 ,
2002-05-27,1.8459 ,
2002-05-28,1.8436 ,
2002-05-29,1.8478 ,
2002-05-30,1.8465 ,
2002-05-31,1.8519 ,
2002-06-03,1.8676 ,
2002-06-04,1.6270 ,
2002-06-05,1.6091 ,
2002-06-06,1.8219 ,
2002-06-07,1.7202 ,
2002-06-10,1.8630 ,
2002-06-11,1.8562 ,
2002-06-12,1.8689 ,
2002-06-13,1.8577 ,
2002-06-14,1.8205 ,
2002-06-17,1.8285 ,
2002-06-18,1.8880 ,
2002-06-19,1.8136 ,
2002-06-20,1.8243 ,
2002-06-21,1.8135 ,
2002-06-24,1.8172 ,
2002-06-25,1.6494 ,
2002-06-26,1.7942 ,
2002-06-27,1.8332 ,
2002-06-28,1.7864 ,
2002-07-01,1.8231 ,
2002-07-02,1.8344 ,
2002-07-03,1.8128 ,
2002-07-04,1.8003 ,
2002-07-05,1.7294 ,
2002-07-08,1.7566 ,
2002-07-09,1.7882 ,
2002-07-10,1.7161 ,
2002-07-11,1.7629 ,
2002-07-12,1.8939 ,
2002-07-15,1.5905 ,
2002-07-16,1.7369 ,
2002-07-17,1.8214 ,
2002-07-18,1.9216 ,
2002-07-19,1.7839 ,
2002-07-22,1.7520 ,
2002-07-23,1.6754 ,
2002-07-24,1.7000 ,
2002-07-25,1.8352 ,
2002-07-26,1.7389 ,
2002-07-29,1.8351 ,
2002-07-30,1.8563 ,
2002-07-31,1.7808 ,
2002-08-01,1.7821 ,
2002-08-02,1.8460 ,
2002-08-05,1.8022 ,
2002-08-06,1.7998 ,
2002-08-07,1.8029 ,
2002-08-08,1.8702 ,
2002-08-09,1.7204 ,
2002-08-12,1.8142 ,
2002-08-13,1.8662 ,
2002-08-14,1.8388 ,
2002-08-15,1.8493 ,
2002-08-16,1.6963 ,
2002-08-19,1.6550 ,
2002-08-20,1.6369 ,
2002-08-21,1.6791 ,
2002-08-22,1.9604 ,
2002-08-26,1.7066 ,
2002-08-27,1.7648 ,
2002-08-28,1.8414 ,
2002-08-29,1.8754 ,
2002-08-30,1.8121 ,
2002-09-02,1.7745 ,
2002-09-03,1.8837 ,
2002-09-04,1.8908 ,
2002-09-05,1.7623 ,
2002-09-06,1.7777 ,
2002-09-09,1.6896 ,
2002-09-10,1.4404 ,
2002-09-11,1.9081 ,
2002-09-12,1.9702 ,
2002-09-13,1.5929 ,
2002-09-16,1.7957 ,
2002-09-17,1.8250 ,
2002-09-18,1.9719 ,
2002-09-19,1.6683 ,
2002-09-20,1.9591 ,
2002-09-23,2.0570 ,
2002-09-24,2.0173 ,
2002-09-25,2.0127 ,
2002-09-26,1.8747 ,
2002-09-27,1.9901 ,
2002-09-28,2.0990 ,
2002-09-29,1.9375 ,
2002-09-30,1.6107 ,
2002-10-08,2.0364 ,
2002-10-09,2.0477 ,
2002-10-10,1.9939 ,
2002-10-11,2.0099 ,
2002-10-14,2.0190 ,
2002-10-15,1.9749 ,
2002-10-16,1.9861 ,
2002-10-17,1.8335 ,
2002-10-18,2.0486 ,
2002-10-21,2.0104 ,
2002-10-22,2.0436 ,
2002-10-23,2.0472 ,
2002-10-24,2.0936 ,
2002-10-25,2.0824 ,
2002-10-28,2.1948 ,
2002-10-29,2.1435 ,
2002-10-30,2.0527 ,
2002-10-31,2.0243 ,
2002-11-01,2.0138 ,
2002-11-04,2.2302 ,
2002-11-05,2.0029 ,
2002-11-06,1.9747 ,
2002-11-07,1.9673 ,
2002-11-08,1.5531 ,
2002-11-11,1.9588 ,
2002-11-12,1.9593 ,
2002-11-13,1.9673 ,
2002-11-14,1.9725 ,
2002-11-15,1.9782 ,
2002-11-18,1.9597 ,
2002-11-19,1.6399 ,
2002-11-20,1.9692 ,
2002-11-21,1.9168 ,
2002-11-22,1.8910 ,
2002-11-25,1.8846 ,
2002-11-26,1.8448 ,
2002-11-27,1.8746 ,
2002-11-28,1.8819 ,
2002-11-29,1.6542 ,
2002-12-02,1.9306 ,
2002-12-03,1.9265 ,
2002-12-04,1.9266 ,
2002-12-05,1.8794 ,
2002-12-06,1.9124 ,
2002-12-09,1.8278 ,
2002-12-10,1.8945 ,
2002-12-11,1.8464 ,
2002-12-12,1.9075 ,
2002-12-13,2.2620 ,
2002-12-16,1.8948 ,
2002-12-17,1.8537 ,
2002-12-18,1.8576 ,
2002-12-19,1.8993 ,
2002-12-20,1.8957 ,
2002-12-23,1.8744 ,
2002-12-24,2.2408 ,
2002-12-25,1.7498 ,
2002-12-26,2.2333 ,
2002-12-27,1.6835 ,
2002-12-30,2.0326 ,
2002-12-31,2.0946 ,
2003-01-02,1.7107 ,
2003-01-03,1.7758 ,
2003-01-06,1.7304 ,
2003-01-07,2.1145 ,
2003-01-08,1.8089 ,
2003-01-09,1.8291 ,
2003-01-10,1.7281 ,
2003-01-13,1.7261 ,
2003-01-14,1.7102 ,
2003-01-15,1.6644 ,
2003-01-16,1.6729 ,
2003-01-17,1.6066 ,
2003-01-20,1.7716 ,
2003-01-21,1.6408 ,
2003-01-22,1.6060 ,
2003-01-23,1.6013 ,
2003-01-24,2.1695 ,
2003-01-27,1.7802 ,
2003-01-28,1.5833 ,
2003-01-29,1.5715 ,
2003-01-30,2.0857 ,
2003-01-31,2.1187 ,
2003-02-08,1.4676 ,
2003-02-09,1.4553 ,
2003-02-10,1.5856 ,
2003-02-11,2.1326 ,
2003-02-12,1.4201 ,
2003-02-13,1.4073 ,
2003-02-14,1.3571 ,
2003-02-17,2.0403 ,
2003-02-18,1.3192 ,
2003-02-19,1.3972 ,
2003-02-20,1.3162 ,
2003-02-21,1.3563 ,
2003-02-24,2.1418 ,
2003-02-25,1.2741 ,
2003-02-26,1.3042 ,
2003-02-27,1.2962 ,
2003-02-28,1.2909 ,
2003-03-03,2.0216 ,
2003-03-04,1.2303 ,
2003-03-05,2.1501 ,
2003-03-06,2.1186 ,
2003-03-07,1.1877 ,
2003-03-10,2.0676 ,
2003-03-11,2.2071 ,
2003-03-12,1.2546 ,
2003-03-13,2.0382 ,
2003-03-14,2.0701 ,
2003-03-17,1.0985 ,
2003-03-18,1.7622 ,
2003-03-19,1.5798 ,
2003-03-20,1.1239 ,
2003-03-21,2.2303 ,
2003-03-24,1.5181 ,
2003-03-25,1.5577 ,
2003-03-26,2.1118 ,
2003-03-27,0.9228 ,
2003-03-28,2.1213 ,
2003-03-31,2.0500 ,
2003-04-01,2.1522 ,
2003-04-02,2.0969 ,
2003-04-03,2.0814 ,
2003-04-04,2.1536 ,
2003-04-07,2.0511 ,
2003-04-08,2.0503 ,
2003-04-09,2.0052 ,
2003-04-10,2.0136 ,
2003-04-11,2.1845 ,
2003-04-14,0.5689 ,
2003-04-15,2.0606 ,
2003-04-16,2.0215 ,
2003-04-17,2.0761 ,
2003-04-18,2.1121 ,
2003-04-21,2.1080 ,
2003-04-22,0.3656 ,
2003-04-23,2.0096 ,
2003-04-24,1.7678 ,
2003-04-25,2.1403 ,
2003-04-28,2.2170 ,
2003-04-29,2.1879 ,
2003-05-06,2.0520 ,
2003-05-07,2.0608 ,
2003-05-08,2.0340 ,
2003-05-09,2.0818 ,
2003-05-12,2.0683 ,
2003-05-13,2.0247 ,
2003-05-14,2.0982 ,
2003-05-15,2.0930 ,
2003-05-16,2.0911 ,
2003-05-19,2.0196 ,
2003-05-20,1.9479 ,
2003-05-21,2.0214 ,
2003-05-22,2.0211 ,
2003-05-23,2.0562 ,
2003-05-26,2.0295 ,
2003-05-27,2.0607 ,
2003-05-28,1.9664 ,
2003-05-29,2.0350 ,
2003-05-30,2.0392 ,
2003-06-02,1.9918 ,
2003-06-03,2.1142 ,
2003-06-04,2.0462 ,
2003-06-05,2.0477 ,
2003-06-06,2.0095 ,
2003-06-09,2.0993 ,
2003-06-10,2.8298 ,
2003-06-11,2.2177 ,
2003-06-12,2.1281 ,
2003-06-13,2.1943 ,
2003-06-16,2.1192 ,
2003-06-17,2.1533 ,
2003-06-18,2.0992 ,
2003-06-20,2.1495 ,
2003-06-23,2.1940 ,
2003-06-24,2.1591 ,
2003-06-25,2.1525 ,
2003-06-26,2.5980 ,
2003-06-27,2.1819 ,
2003-06-30,2.0458 ,
2003-07-01,2.0797 ,
2003-07-02,2.2007 ,
2003-07-03,2.1758 ,
2003-07-04,2.2092 ,
2003-07-07,2.2409 ,
2003-07-08,2.1504 ,
2003-07-09,2.1309 ,
2003-07-10,2.1844 ,
2003-07-11,2.1222 ,
2003-07-14,2.4514 ,
2003-07-15,2.4322 ,
2003-07-16,2.4763 ,
2003-07-17,2.4381 ,
2003-07-18,2.4362 ,
2003-07-21,2.4563 ,
2003-07-22,2.4263 ,
2003-07-23,2.3248 ,
2003-07-24,2.2940 ,
2003-07-25,2.3136 ,
2003-07-28,2.3486 ,
2003-07-29,2.3314 ,
2003-07-30,2.3193 ,
2003-07-31,2.3117 ,
2003-08-01,2.3303 ,
2003-08-04,2.1530 ,
2003-08-05,2.3116 ,
2003-08-06,2.3242 ,
2003-08-07,2.3248 ,
2003-08-11,2.4600 ,
2003-08-12,2.5462 ,
2003-08-13,2.4780 ,
2003-08-14,2.4843 ,
2003-08-19,2.5480 ,
2003-08-20,2.4987 ,
2003-08-21,2.5583 ,
2003-08-22,2.5467 ,
2003-08-25,2.5344 ,
2003-08-26,2.5212 ,
2003-08-27,2.6306 ,
2003-08-28,2.6406 ,
2003-08-29,2.5643 ,
2003-09-01,2.5629 ,
2003-09-02,2.5945 ,
2003-09-03,2.5630 ,
2003-09-04,2.5892 ,
2003-09-05,2.5827 ,
2003-09-08,2.5623 ,
2003-09-09,2.6193 ,
2003-09-10,2.6166 ,
2003-09-11,2.6233 ,
2003-09-12,2.6334 ,
2003-09-15,2.3881 ,
2003-09-16,2.6510 ,
2003-09-17,2.7243 ,
2003-09-18,2.6606 ,
2003-09-19,2.8387 ,
2003-09-22,2.6010 ,
2003-09-23,2.5014 ,
2003-09-24,2.5584 ,
2003-09-25,2.7088 ,
2003-09-26,2.5631 ,
2003-09-27,2.5545 ,
2003-09-28,2.6277 ,
2003-09-29,2.3261 ,
2003-09-30,2.3225 ,
2003-10-08,2.3320 ,
2003-10-09,2.5067 ,
2003-10-10,2.7598 ,
2003-10-13,2.8721 ,
2003-10-14,2.6002 ,
2003-10-15,2.4967 ,
2003-10-16,2.4647 ,
2003-10-17,2.6967 ,
2003-10-20,2.6636 ,
2003-10-21,2.3559 ,
2003-10-22,2.4695 ,
2003-10-23,2.5360 ,
2003-10-24,2.2142 ,
2003-10-27,2.8312 ,
2003-10-28,2.6529 ,
2003-10-29,2.6117 ,
2003-10-30,2.4299 ,
2003-10-31,2.7334 ,
2003-11-03,2.7341 ,
2003-11-04,2.7668 ,
2003-11-05,2.6247 ,
2003-11-06,2.5694 ,
2003-11-07,2.4661 ,
2003-11-10,2.5829 ,
2003-11-11,2.6017 ,
2003-11-12,2.5484 ,
2003-11-13,2.5431 ,
2003-11-14,2.6540 ,
2003-11-17,2.5262 ,
2003-11-18,2.4528 ,
2003-11-19,2.4285 ,
2003-11-20,2.3822 ,
2003-11-21,2.2968 ,
2003-11-24,2.2782 ,
2003-11-25,2.5496 ,
2003-11-26,2.2308 ,
2003-11-28,2.0039 ,
2003-12-01,2.2389 ,
2003-12-02,2.1793 ,
2003-12-03,2.2404 ,
2003-12-04,2.3361 ,
2003-12-05,2.3431 ,
2003-12-08,2.2413 ,
2003-12-09,2.4957 ,
2003-12-10,2.3118 ,
2003-12-11,2.3311 ,
2003-12-12,2.3230 ,
2003-12-15,2.3063 ,
2003-12-16,2.0477 ,
2003-12-17,2.1751 ,
2003-12-18,2.1894 ,
2003-12-19,2.3298 ,
2003-12-22,2.4681 ,
2003-12-23,2.4333 ,
2003-12-24,2.3261 ,
2003-12-25,2.3339 ,
2003-12-26,2.3665 ,
2003-12-29,2.3054 ,
2003-12-30,2.2204 ,
2003-12-31,1.9806 ,
2004-01-02,1.9468 ,
2004-01-05,2.2893 ,
2004-01-06,2.3151 ,
2004-01-07,2.3437 ,
2004-01-08,2.3243 ,
2004-01-09,3.1679 ,
2004-01-12,2.2726 ,
2004-01-13,2.3125 ,
2004-01-14,2.4940 ,
2004-01-15,2.2607 ,
2004-01-16,2.4754 ,
2004-01-17,2.4352 ,
2004-01-18,2.2956 ,
2004-01-19,2.3985 ,
2004-01-20,2.2840 ,
2004-01-21,2.4259 ,
2004-01-29,2.4020 ,
2004-01-30,2.3698 ,
2004-02-02,2.3943 ,
2004-02-03,2.4365 ,
2004-02-04,2.5047 ,
2004-02-05,2.3005 ,
2004-02-06,2.1832 ,
2004-02-09,2.4422 ,
2004-02-10,2.4648 ,
2004-02-11,2.2006 ,
2004-02-12,2.5362 ,
2004-02-13,2.4717 ,
2004-02-16,2.1508 ,
2004-02-17,2.4634 ,
2004-02-18,2.4898 ,
2004-02-19,2.4729 ,
2004-02-20,2.1856 ,
2004-02-23,2.4977 ,
2004-02-24,2.4994 ,
2004-02-25,2.4782 ,
2004-02-26,2.4633 ,
2004-02-27,2.4287 ,
2004-03-01,2.4430 ,
2004-03-02,2.5083 ,
2004-03-03,2.4504 ,
2004-03-04,2.4933 ,
2004-03-05,2.4752 ,
2004-03-08,2.4733 ,
2004-03-09,2.4826 ,
2004-03-10,2.4866 ,
2004-03-11,2.4787 ,
2004-03-12,2.4908 ,
2004-03-15,2.4226 ,
2004-03-16,2.3448 ,
2004-03-17,2.2446 ,
2004-03-18,2.3048 ,
2004-03-19,2.6173 ,
2004-03-22,2.6376 ,
2004-03-23,2.5630 ,
2004-03-24,2.7087 ,
2004-03-25,2.5566 ,
2004-03-26,2.6043 ,
2004-03-29,2.5895 ,
2004-03-30,2.4367 ,
2004-03-31,2.3950 ,
2004-04-01,2.5517 ,
2004-04-05,2.5125 ,
2004-04-06,2.4099 ,
2004-04-07,2.6640 ,
2004-04-08,2.6130 ,
2004-04-09,2.5144 ,
2004-04-12,2.6068 ,
2004-04-13,2.6556 ,
2004-04-14,2.7290 ,
2004-04-15,2.6433 ,
2004-04-16,2.9634 ,
2004-04-19,2.8448 ,
2004-04-20,2.6619 ,
2004-04-21,2.6413 ,
2004-04-22,2.6520 ,
2004-04-23,2.4708 ,
2004-04-26,2.7800 ,
2004-04-27,2.6819 ,
2004-04-28,2.6983 ,
2004-04-29,2.7021 ,
2004-04-30,2.8362 ,
2004-05-08,2.8064 ,
2004-05-09,2.7440 ,
2004-05-10,2.7222 ,
2004-05-11,2.7880 ,
2004-05-12,2.8187 ,
2004-05-13,2.9260 ,
2004-05-14,2.6882 ,
2004-05-17,2.6350 ,
2004-05-18,2.6112 ,
2004-05-19,2.8589 ,
2004-05-20,2.9312 ,
2004-05-21,3.0464 ,
2004-05-24,3.0618 ,
2004-05-25,2.6512 ,
2004-05-26,2.8810 ,
2004-05-27,3.0088 ,
2004-05-28,2.9246 ,
2004-05-31,3.0515 ,
2004-06-01,2.8456 ,
2004-06-02,2.8088 ,
2004-06-03,2.8462 ,
2004-06-04,2.7798 ,
2004-06-07,2.9539 ,
2004-06-08,2.8967 ,
2004-06-09,3.0548 ,
2004-06-10,3.0311 ,
2004-06-11,3.0496 ,
2004-06-14,3.2209 ,
2004-06-15,2.8793 ,
2004-06-16,3.0897 ,
2004-06-17,2.8089 ,
2004-06-18,2.8873 ,
2004-06-21,2.9972 ,
2004-06-22,3.0801 ,
2004-06-23,2.8510 ,
2004-06-24,2.8777 ,
2004-06-25,2.8966 ,
2004-06-28,3.1910 ,
2004-06-29,2.9183 ,
2004-06-30,3.0914 ,
2004-07-01,3.0717 ,
2004-07-02,3.3031 ,
2004-07-05,2.8035 ,
2004-07-06,3.0636 ,
2004-07-07,3.1378 ,
2004-07-08,3.0338 ,
2004-07-09,3.0434 ,
2004-07-12,3.1530 ,
2004-07-13,3.0672 ,
2004-07-14,3.0806 ,
2004-07-15,3.1640 ,
2004-07-16,3.0406 ,
2004-07-19,3.0549 ,
2004-07-20,3.1226 ,
2004-07-21,3.1787 ,
2004-07-22,3.1267 ,
2004-07-23,3.0320 ,
2004-07-26,3.1848 ,
2004-07-27,3.1043 ,
2004-07-28,3.0140 ,
2004-07-29,3.0152 ,
2004-07-30,2.7407 ,
2004-08-02,2.6808 ,
2004-08-03,3.0450 ,
2004-08-04,2.9887 ,
2004-08-05,2.8804 ,
2004-08-06,2.7979 ,
2004-08-09,3.0704 ,
2004-08-10,2.9789 ,
2004-08-11,3.0114 ,
2004-08-12,3.0589 ,
2004-08-13,3.0432 ,
2004-08-16,3.1592 ,
2004-08-17,8.8229 ,
2004-08-18,2.5387 ,
2004-08-19,3.0367 ,
2004-08-20,3.0275 ,
2004-08-23,3.1257 ,
2004-08-24,3.1132 ,
2004-08-25,3.0242 ,
2004-08-26,3.0050 ,
2004-08-27,2.9963 ,
2004-08-30,3.1693 ,
2004-08-31,3.0397 ,
2004-09-01,3.2361 ,
2004-09-02,2.9559 ,
2004-09-03,3.1738 ,
2004-09-06,3.0640 ,
2004-09-07,3.0372 ,
2004-09-08,3.1381 ,
2004-09-09,3.0626 ,
2004-09-10,2.9972 ,
2004-09-13,3.2010 ,
2004-09-14,3.0635 ,
2004-09-15,3.0117 ,
2004-09-16,3.1090 ,
2004-09-17,3.0589 ,
2004-09-20,3.0187 ,
2004-09-21,3.0854 ,
2004-09-22,2.9338 ,
2004-09-23,3.0466 ,
2004-09-24,3.0223 ,
2004-09-27,2.7609 ,
2004-09-28,2.8709 ,
2004-09-29,2.8728 ,
2004-09-30,2.9554 ,
2004-10-08,2.9182 ,
2004-10-09,3.0569 ,
2004-10-10,3.1110 ,
2004-10-11,3.0385 ,
2004-10-12,2.9452 ,
2004-10-13,2.9787 ,
2004-10-14,2.9668 ,
2004-10-15,2.9539 ,
2004-10-18,2.9045 ,
2004-10-19,3.0413 ,
2004-10-20,3.0134 ,
2004-10-21,2.8883 ,
2004-10-22,2.9244 ,
2004-10-25,3.0009 ,
2004-10-26,3.0915 ,
2004-10-27,2.9630 ,
2004-10-28,2.9468 ,
2004-10-29,3.2635 ,2.25 
2004-11-01,3.2027 ,
2004-11-02,3.1291 ,
2004-11-03,3.0172 ,
2004-11-04,3.0332 ,
2004-11-05,3.0461 ,
2004-11-08,3.1014 ,
2004-11-09,3.0794 ,
2004-11-10,2.4630 ,
2004-11-11,3.0049 ,
2004-11-12,3.0198 ,
2004-11-15,3.0219 ,
2004-11-16,2.9826 ,
2004-11-17,2.9599 ,
2004-11-18,3.0250 ,
2004-11-19,3.0144 ,
2004-11-22,3.0787 ,
2004-11-23,2.9945 ,
2004-11-24,3.0119 ,
2004-11-25,2.9789 ,
2004-11-26,2.9861 ,
2004-11-29,3.0825 ,
2004-11-30,3.0084 ,
2004-12-01,3.4748 ,
2004-12-02,2.9966 ,
2004-12-03,2.9534 ,
2004-12-06,2.9519 ,
2004-12-07,2.8537 ,
2004-12-08,2.8820 ,
2004-12-09,2.9210 ,
2004-12-10,2.4693 ,
2004-12-13,2.7810 ,
2004-12-14,2.7330 ,
2004-12-15,2.8308 ,
2004-12-16,2.8593 ,
2004-12-17,2.9973 ,
2004-12-20,3.0351 ,
2004-12-21,2.9691 ,
2004-12-22,2.8842 ,
2004-12-23,2.8985 ,
2004-12-24,2.8552 ,
2004-12-27,2.9072 ,
2004-12-28,3.0686 ,
2004-12-29,2.8464 ,
2004-12-30,2.9309 ,
2004-12-31,2.9202 ,
2005-01-04,3.1095 ,
2005-01-05,2.8868 ,
2005-01-06,2.8443 ,
2005-01-07,2.7286 ,
2005-01-10,2.7976 ,
2005-01-11,2.7864 ,
2005-01-12,2.7728 ,
2005-01-13,2.7124 ,
2005-01-14,2.7181 ,
2005-01-17,2.7729 ,
2005-01-18,2.7253 ,
2005-01-19,2.7705 ,
2005-01-20,2.8989 ,
2005-01-21,2.9589 ,
2005-01-24,2.8094 ,
2005-01-25,2.8045 ,
2005-01-26,2.8953 ,
2005-01-27,2.8677 ,
2005-01-28,2.7318 ,
2005-01-31,2.8151 ,
2005-02-01,2.8033 ,
2005-02-02,2.7820 ,
2005-02-03,2.8856 ,
2005-02-04,2.8920 ,
2005-02-05,2.9913 ,
2005-02-06,2.8937 ,
2005-02-07,2.8363 ,
2005-02-08,2.7922 ,
2005-02-16,2.8912 ,
2005-02-17,2.8368 ,
2005-02-18,2.8474 ,
2005-02-21,2.7068 ,
2005-02-22,2.8355 ,
2005-02-23,2.9011 ,
2005-02-24,2.8920 ,
2005-02-25,2.8503 ,
2005-02-28,2.7235 ,
2005-03-01,2.6758 ,
2005-03-02,2.7183 ,
2005-03-03,2.8036 ,
2005-03-04,2.7079 ,
2005-03-07,2.7582 ,
2005-03-08,2.5261 ,
2005-03-09,2.5813 ,
2005-03-10,2.4970 ,
2005-03-11,2.5504 ,
2005-03-14,2.5116 ,
2005-03-15,2.9443 ,
2005-03-16,3.0904 ,
2005-03-17,2.8447 ,
2005-03-18,2.7896 ,
2005-03-21,2.7906 ,
2005-03-22,2.8187 ,
2005-03-23,2.8823 ,
2005-03-24,2.9168 ,
2005-03-25,2.8639 ,
2005-03-28,2.8419 ,
2005-03-29,2.7871 ,
2005-03-30,2.7761 ,
2005-03-31,2.6001 ,
2005-04-01,2.7696 ,
2005-04-04,2.6910 ,
2005-04-05,2.7200 ,
2005-04-06,2.7133 ,
2005-04-07,2.5386 ,
2005-04-08,2.6329 ,
2005-04-11,2.7005 ,
2005-04-12,2.5110 ,
2005-04-13,2.5263 ,
2005-04-14,2.4031 ,
2005-04-15,2.5018 ,
2005-04-18,2.5733 ,
2005-04-19,2.7378 ,
2005-04-20,2.5849 ,
2005-04-21,2.4758 ,
2005-04-22,2.4236 ,
2005-04-25,2.4109 ,
2005-04-26,2.7392 ,
2005-04-27,2.6547 ,
2005-04-28,2.7101 ,
2005-04-29,2.6179 ,
2005-04-30,2.6853 ,
2005-05-08,2.6212 ,
2005-05-09,2.6626 ,
2005-05-10,2.5776 ,
2005-05-11,2.6605 ,
2005-05-12,2.5839 ,
2005-05-13,2.5305 ,
2005-05-16,2.5251 ,
2005-05-17,2.5754 ,
2005-05-18,2.5495 ,
2005-05-19,2.5365 ,
2005-05-20,2.4849 ,
2005-05-23,2.3540 ,
2005-05-24,2.3218 ,
2005-05-25,2.4191 ,
2005-05-26,2.3022 ,
2005-05-27,2.3815 ,
2005-05-30,2.4234 ,
2005-05-31,2.4216 ,
2005-06-01,2.2994 ,
2005-06-02,2.3213 ,
2005-06-03,2.2677 ,
2005-06-06,2.2831 ,
2005-06-07,2.3244 ,
2005-06-08,2.3247 ,
2005-06-09,2.1658 ,
2005-06-10,2.1860 ,
2005-06-13,2.1419 ,
2005-06-14,2.1320 ,
2005-06-15,2.1683 ,
2005-06-16,1.9976 ,
2005-06-17,2.2583 ,
2005-06-20,2.3887 ,
2005-06-21,2.0399 ,
2005-06-22,2.0453 ,
2005-06-23,2.6436 ,
2005-06-24,2.3011 ,
2005-06-27,2.2040 ,
2005-06-28,2.1985 ,
2005-06-29,2.1185 ,
2005-06-30,2.1058 ,
2005-07-01,2.1680 ,
2005-07-04,2.0567 ,
2005-07-05,2.0371 ,
2005-07-06,2.0618 ,
2005-07-07,2.0580 ,
2005-07-08,2.0019 ,
2005-07-11,2.0453 ,
2005-07-12,2.0228 ,
2005-07-13,1.9644 ,
2005-07-14,2.0663 ,
2005-07-15,1.5745 ,
2005-07-18,1.5718 ,
2005-07-19,1.6131 ,
2005-07-20,1.6643 ,
2005-07-21,1.6687 ,
2005-07-22,1.6524 ,
2005-07-25,1.5678 ,
2005-07-26,1.5650 ,
2005-07-27,1.4925 ,
2005-07-28,1.5895 ,
2005-07-29,1.6115 ,
2005-08-01,1.7207 ,
2005-08-02,1.6101 ,
2005-08-03,1.8535 ,
2005-08-04,1.5525 ,
2005-08-05,1.6584 ,
2005-08-08,1.6351 ,
2005-08-09,1.5671 ,
2005-08-10,1.7078 ,
2005-08-11,1.5966 ,
2005-08-12,1.6607 ,
2005-08-15,1.6395 ,
2005-08-16,1.6544 ,
2005-08-17,1.5693 ,
2005-08-18,1.5986 ,
2005-08-19,1.5364 ,
2005-08-22,1.6341 ,
2005-08-23,1.5971 ,
2005-08-24,1.6884 ,
2005-08-25,1.4840 ,
2005-08-26,1.4536 ,
2005-08-29,1.3813 ,
2005-08-30,1.4249 ,
2005-08-31,1.4272 ,
2005-09-01,1.4338 ,
2005-09-02,1.4000 ,
2005-09-05,1.4691 ,
2005-09-06,1.4284 ,
2005-09-07,1.4224 ,
2005-09-08,1.4497 ,
2005-09-09,1.4458 ,
2005-09-12,1.4444 ,
2005-09-13,1.4390 ,
2005-09-14,1.4477 ,
2005-09-15,1.3815 ,
2005-09-16,1.4544 ,
2005-09-19,1.4307 ,
2005-09-20,1.3217 ,
2005-09-21,1.3972 ,
2005-09-22,1.3658 ,
2005-09-23,1.4259 ,
2005-09-26,1.3585 ,
2005-09-27,1.3760 ,
2005-09-28,1.3621 ,
