指标名称,中债国债到期收益率:1年,中债国债到期收益率:3年,中债国债到期收益率:10年
2002-01-04,2.5850 ,2.7271 ,3.2096 
2002-01-07,2.6009 ,2.7380 ,3.2003 
2002-01-08,1.9156 ,2.3842 ,3.5225 
2002-01-09,1.9040 ,2.4036 ,3.5896 
2002-01-10,1.8987 ,2.3954 ,3.5784 
2002-01-11,1.8757 ,2.3289 ,3.4532 
2002-01-14,1.6794 ,2.2147 ,3.5114 
2002-01-15,1.7265 ,2.2435 ,3.5023 
2002-01-16,1.7403 ,2.2312 ,3.4414 
2002-01-17,1.7165 ,2.2192 ,3.4511 
2002-01-18,2.3130 ,2.5686 ,3.2968 
2002-01-21,2.3057 ,2.5478 ,3.2563 
2002-01-22,2.3195 ,2.5810 ,3.3182 
2002-01-23,2.4151 ,2.6007 ,3.1897 
2002-01-24,2.2820 ,2.5317 ,3.2581 
2002-01-25,2.4084 ,2.5565 ,3.0795 
2002-01-28,2.3583 ,2.5490 ,3.1584 
2002-01-29,1.8731 ,2.4498 ,3.8100 
2002-01-30,2.3022 ,2.5299 ,3.2152 
2002-01-31,2.3164 ,2.5414 ,3.2186 
2002-02-01,2.2378 ,2.4791 ,3.2016 
2002-02-04,2.2322 ,2.4858 ,3.2180 
2002-02-05,2.1994 ,2.4485 ,3.1893 
2002-02-06,2.2673 ,2.4957 ,3.1897 
2002-02-07,2.1876 ,2.4736 ,3.2491 
2002-02-08,2.1877 ,2.4573 ,3.2085 
2002-02-09,2.2009 ,2.4608 ,3.1948 
2002-02-10,2.2233 ,2.4819 ,3.2084 
2002-02-11,2.2539 ,2.5067 ,3.2173 
2002-02-19,2.2399 ,2.4778 ,3.1679 
2002-02-20,2.1405 ,2.4083 ,3.1647 
2002-02-21,2.2222 ,2.4624 ,3.1583 
2002-02-22,2.2165 ,2.4858 ,3.2237 
2002-02-25,2.0962 ,2.3773 ,3.1616 
2002-02-26,2.0677 ,2.3530 ,3.1512 
2002-02-27,2.0638 ,2.3497 ,3.1481 
2002-02-28,2.0560 ,2.3386 ,3.1315 
2002-03-01,2.0791 ,2.3487 ,3.1155 
2002-03-04,2.1438 ,2.3816 ,3.0828 
2002-03-05,2.0757 ,2.3356 ,3.0850 
2002-03-06,1.9399 ,2.2423 ,3.0864 
2002-03-07,1.9249 ,2.2310 ,3.0840 
2002-03-08,1.8961 ,2.2132 ,3.0656 
2002-03-11,1.9272 ,2.2419 ,3.0730 
2002-03-12,1.9121 ,2.2044 ,3.0044 
2002-03-13,1.9312 ,2.2120 ,2.9872 
2002-03-14,1.9146 ,2.1979 ,2.9798 
2002-03-15,1.9500 ,2.2387 ,3.0188 
2002-03-18,2.0959 ,2.3386 ,3.0232 
2002-03-19,2.1169 ,2.3240 ,2.9442 
2002-03-20,2.1299 ,2.3588 ,3.0009 
2002-03-21,1.9244 ,2.1973 ,2.9508 
2002-03-22,1.9113 ,2.1897 ,2.9468 
2002-03-25,1.8447 ,2.1333 ,2.9166 
2002-03-26,1.8839 ,2.1562 ,2.9052 
2002-03-27,1.7698 ,2.1392 ,3.0714 
2002-03-28,1.8610 ,2.1922 ,3.0536 
2002-03-29,1.8750 ,2.1408 ,2.8551 
2002-04-01,1.9080 ,2.1198 ,2.7433 
2002-04-02,1.9516 ,2.0934 ,2.7048 
2002-04-03,1.9254 ,2.2041 ,2.9179 
2002-04-04,1.8484 ,2.0849 ,2.7323 
2002-04-05,1.7734 ,2.2232 ,3.2699 
2002-04-08,1.8599 ,2.0949 ,2.7346 
2002-04-09,1.8409 ,2.1071 ,2.7982 
2002-04-10,1.8942 ,2.1120 ,2.7158 
2002-04-11,1.8843 ,2.0862 ,2.6737 
2002-04-12,1.9654 ,2.1444 ,2.6736 
2002-04-15,1.9224 ,2.1013 ,2.6374 
2002-04-16,1.9474 ,2.0933 ,2.5653 
2002-04-17,1.8927 ,2.0619 ,2.6181 
2002-04-18,1.9182 ,2.0447 ,2.5275 
2002-04-19,2.0070 ,2.1419 ,2.5800 
2002-04-22,1.8999 ,2.0707 ,2.5865 
2002-04-23,1.9133 ,2.0527 ,2.5637 
2002-04-24,1.8967 ,2.0821 ,2.6050 
2002-04-25,1.8510 ,2.0284 ,2.5478 
2002-04-26,4.5045 ,3.6008 ,1.9775 
2002-04-27,1.8908 ,2.0917 ,2.6304 
2002-04-28,1.2306 ,1.9452 ,3.5186 
2002-04-29,1.8497 ,2.0265 ,2.5363 
2002-04-30,1.9305 ,2.0682 ,2.5022 
2002-05-08,1.8998 ,2.0610 ,2.5363 
2002-05-09,1.8600 ,2.0255 ,2.5192 
2002-05-10,1.9658 ,2.0251 ,2.4972 
2002-05-13,1.8602 ,2.0232 ,2.5072 
2002-05-14,1.8893 ,2.0587 ,2.5447 
2002-05-15,1.8644 ,2.0258 ,2.5035 
2002-05-16,1.8791 ,2.0282 ,2.4959 
2002-05-17,1.9003 ,2.0678 ,2.5423 
2002-05-20,1.8436 ,2.0055 ,2.4837 
2002-05-21,1.8761 ,2.0172 ,2.4961 
2002-05-22,1.8961 ,2.0651 ,2.5476 
2002-05-23,1.9587 ,2.1185 ,2.5547 
2002-05-24,1.9377 ,2.0813 ,2.4983 
2002-05-27,1.8459 ,2.0049 ,2.4462 
2002-05-28,1.8436 ,1.9942 ,2.4178 
2002-05-29,1.8478 ,1.9992 ,2.4199 
2002-05-30,1.8465 ,1.9864 ,2.3924 
2002-05-31,1.8519 ,1.9866 ,2.3810 
2002-06-03,1.8676 ,1.9793 ,2.3353 
2002-06-04,1.6270 ,1.9331 ,2.7385 
2002-06-05,1.6091 ,1.9426 ,2.8028 
2002-06-06,1.8219 ,1.9690 ,2.4016 
2002-06-07,1.7202 ,1.9746 ,2.6786 
2002-06-10,1.8630 ,2.0098 ,2.4376 
2002-06-11,1.8562 ,2.0179 ,2.4831 
2002-06-12,1.8689 ,2.0128 ,2.4339 
2002-06-13,1.8577 ,2.0044 ,2.4341 
2002-06-14,1.8205 ,1.9841 ,2.4564 
2002-06-17,1.8285 ,1.9867 ,2.4467 
2002-06-18,1.8880 ,2.0083 ,2.3741 
2002-06-19,1.8136 ,1.9875 ,2.4818 
2002-06-20,1.8243 ,1.9851 ,2.4517 
2002-06-21,1.8135 ,1.9801 ,2.4606 
2002-06-24,1.8172 ,1.9933 ,2.4936 
2002-06-25,1.6494 ,1.9321 ,2.7081 
2002-06-26,1.7942 ,2.0355 ,2.6982 
2002-06-27,1.8332 ,2.0331 ,2.5912 
2002-06-28,1.7864 ,1.9944 ,2.5798 
2002-07-01,1.8231 ,2.0208 ,2.5719 
2002-07-02,1.8344 ,2.0154 ,2.5258 
2002-07-03,1.8128 ,2.0284 ,2.6252 
2002-07-04,1.8003 ,1.9879 ,2.5196 
2002-07-05,1.7294 ,1.9612 ,2.6093 
2002-07-08,1.7566 ,1.9570 ,2.5264 
2002-07-09,1.7882 ,1.9764 ,2.5154 
2002-07-10,1.7161 ,1.9481 ,2.5941 
2002-07-11,1.7629 ,1.9755 ,2.5707 
2002-07-12,1.8939 ,2.0655 ,2.5536 
2002-07-15,1.5905 ,1.9292 ,2.8396 
2002-07-16,1.7369 ,1.9966 ,2.7022 
2002-07-17,1.8214 ,2.0741 ,2.7554 
2002-07-18,1.9216 ,2.1479 ,2.7564 
2002-07-19,1.7839 ,2.0986 ,2.9312 
2002-07-22,1.7520 ,2.0875 ,2.9691 
2002-07-23,1.6754 ,2.0043 ,2.8758 
2002-07-24,1.7000 ,2.0522 ,2.9785 
2002-07-25,1.8352 ,2.0928 ,2.7816 
2002-07-26,1.7389 ,2.0538 ,2.8931 
2002-07-29,1.8351 ,2.0970 ,2.7962 
2002-07-30,1.8563 ,2.1137 ,2.8115 
2002-07-31,1.7808 ,2.0740 ,2.8690 
2002-08-01,1.7821 ,2.1114 ,2.9805 
2002-08-02,1.8460 ,2.1673 ,3.0287 
2002-08-05,1.8022 ,2.1265 ,3.0054 
2002-08-06,1.7998 ,2.1048 ,2.9415 
2002-08-07,1.8029 ,2.1219 ,2.9900 
2002-08-08,1.8702 ,2.1417 ,2.8753 
2002-08-09,1.7204 ,2.1223 ,3.1741 
2002-08-12,1.8142 ,2.1637 ,3.0804 
2002-08-13,1.8662 ,2.1723 ,2.9737 
2002-08-14,1.8388 ,2.1622 ,3.0038 
2002-08-15,1.8493 ,2.1547 ,2.9880 
2002-08-16,1.6963 ,2.1524 ,3.3451 
2002-08-19,1.6550 ,2.1214 ,3.3411 
2002-08-20,1.6369 ,2.1230 ,3.3896 
2002-08-21,1.6791 ,2.1585 ,3.3991 
2002-08-22,1.9604 ,2.1809 ,2.8007 
2002-08-26,1.7066 ,2.1690 ,3.3751 
2002-08-27,1.7648 ,2.2000 ,3.3321 
2002-08-28,1.8414 ,2.2510 ,3.3262 
2002-08-29,1.8754 ,2.1961 ,3.0539 
2002-08-30,1.8121 ,2.1508 ,3.0595 
2002-09-02,1.7745 ,2.1513 ,3.1491 
2002-09-03,1.8837 ,2.1535 ,2.8736 
2002-09-04,1.8908 ,2.1857 ,2.9627 
2002-09-05,1.7623 ,2.2653 ,3.5311 
2002-09-06,1.7777 ,2.2387 ,3.4072 
2002-09-09,1.6896 ,2.1998 ,3.4970 
2002-09-10,1.4404 ,1.9924 ,3.3954 
2002-09-11,1.9081 ,2.1984 ,2.9574 
2002-09-12,1.9702 ,2.2562 ,3.0011 
2002-09-13,1.5929 ,2.1351 ,3.5097 
2002-09-16,1.7957 ,2.1747 ,3.1667 
2002-09-17,1.8250 ,2.2134 ,3.2284 
2002-09-18,1.9719 ,2.2396 ,2.9506 
2002-09-19,1.6683 ,2.0926 ,3.2036 
2002-09-20,1.9591 ,2.3047 ,3.2078 
2002-09-23,2.0570 ,2.3240 ,3.0333 
2002-09-24,2.0173 ,2.2997 ,3.0304 
2002-09-25,2.0127 ,2.3733 ,3.2877 
2002-09-26,1.8747 ,2.1689 ,2.9575 
2002-09-27,1.9901 ,2.3009 ,3.1266 
2002-09-28,2.0990 ,2.3295 ,2.9491 
2002-09-29,1.9375 ,2.3392 ,3.3758 
2002-09-30,1.6107 ,2.0367 ,3.1397 
2002-10-08,2.0364 ,2.3373 ,3.1328 
2002-10-09,2.0477 ,2.3634 ,3.1919 
2002-10-10,1.9939 ,2.2949 ,3.0882 
2002-10-11,2.0099 ,2.3103 ,3.1010 
2002-10-14,2.0190 ,2.3118 ,3.0843 
2002-10-15,1.9749 ,2.2810 ,3.0876 
2002-10-16,1.9861 ,2.2876 ,3.0828 
2002-10-17,1.8335 ,2.1806 ,3.0918 
2002-10-18,2.0486 ,2.3049 ,2.9690 
2002-10-21,2.0104 ,2.3256 ,3.1401 
2002-10-22,2.0436 ,2.3555 ,3.1594 
2002-10-23,2.0472 ,2.3394 ,3.0967 
2002-10-24,2.0936 ,2.3176 ,2.9092 
2002-10-25,2.0824 ,2.3429 ,3.0202 
2002-10-28,2.1948 ,2.3865 ,2.8949 
2002-10-29,2.1435 ,2.4230 ,3.1323 
2002-10-30,2.0527 ,2.3743 ,3.1979 
2002-10-31,2.0243 ,2.2881 ,2.9978 
2002-11-01,2.0138 ,2.3630 ,3.2675 
2002-11-04,2.2302 ,2.5100 ,3.2400 
2002-11-05,2.0029 ,2.3648 ,3.3014 
2002-11-06,1.9747 ,2.3444 ,3.3012 
2002-11-07,1.9673 ,2.3437 ,3.3167 
2002-11-08,1.5531 ,2.0648 ,3.3773 
2002-11-11,1.9588 ,2.3314 ,3.2947 
2002-11-12,1.9593 ,2.3300 ,3.2886 
2002-11-13,1.9673 ,2.3401 ,3.3020 
2002-11-14,1.9725 ,2.3451 ,3.3067 
2002-11-15,1.9782 ,2.3457 ,3.2957 
2002-11-18,1.9597 ,2.3263 ,3.2822 
2002-11-19,1.6399 ,2.0994 ,3.2926 
2002-11-20,1.9692 ,2.3269 ,3.2619 
2002-11-21,1.9168 ,2.3074 ,3.2960 
2002-11-22,1.8910 ,2.2737 ,3.2490 
2002-11-25,1.8846 ,2.2744 ,3.2596 
2002-11-26,1.8448 ,2.2486 ,3.2682 
2002-11-27,1.8746 ,2.2745 ,3.2826 
2002-11-28,1.8819 ,2.2852 ,3.3000 
2002-11-29,1.6542 ,2.1896 ,3.5248 
2002-12-02,1.9306 ,2.3251 ,3.3229 
2002-12-03,1.9265 ,2.3285 ,3.3357 
2002-12-04,1.9266 ,2.3245 ,3.3227 
2002-12-05,1.8794 ,2.2708 ,3.2596 
2002-12-06,1.9124 ,2.3208 ,3.3433 
2002-12-09,1.8278 ,2.2577 ,3.3361 
2002-12-10,1.8945 ,2.2465 ,3.1527 
2002-12-11,1.8464 ,2.2272 ,3.1962 
2002-12-12,1.9075 ,2.3274 ,3.3755 
2002-12-13,2.2620 ,2.5481 ,3.2664 
2002-12-16,1.8948 ,2.3011 ,3.3202 
2002-12-17,1.8537 ,2.2760 ,3.3332 
2002-12-18,1.8576 ,2.1701 ,2.9758 
2002-12-19,1.8993 ,2.2655 ,3.1929 
2002-12-20,1.8957 ,2.2504 ,3.1941 
2002-12-23,1.8744 ,2.2605 ,3.2778 
2002-12-24,2.2408 ,2.3967 ,2.8596 
2002-12-25,1.7498 ,2.1405 ,3.1451 
2002-12-26,2.2333 ,2.5197 ,3.2320 
2002-12-27,1.6835 ,2.2282 ,3.5878 
2002-12-30,2.0326 ,2.4288 ,3.4611 
2002-12-31,2.0946 ,2.3988 ,3.1776 
2003-01-02,1.7107 ,2.0935 ,3.0781 
2003-01-03,1.7758 ,2.1472 ,3.1402 
2003-01-06,1.7304 ,2.1565 ,3.2379 
2003-01-07,2.1145 ,2.4182 ,3.1941 
2003-01-08,1.8089 ,2.1807 ,3.1692 
2003-01-09,1.8291 ,2.2469 ,3.3369 
2003-01-10,1.7281 ,2.1075 ,3.1219 
2003-01-13,1.7261 ,2.0990 ,3.0967 
2003-01-14,1.7102 ,2.1030 ,3.1497 
2003-01-15,1.6644 ,2.0638 ,3.1259 
2003-01-16,1.6729 ,2.0952 ,3.2081 
2003-01-17,1.6066 ,2.0569 ,3.2389 
2003-01-20,1.7716 ,2.1518 ,3.1604 
2003-01-21,1.6408 ,2.0738 ,3.2106 
2003-01-22,1.6060 ,2.0057 ,3.0718 
2003-01-23,1.6013 ,2.0025 ,3.0720 
2003-01-24,2.1695 ,2.3926 ,3.0137 
2003-01-27,1.7802 ,2.1253 ,3.0528 
2003-01-28,1.5833 ,1.9899 ,3.0326 
2003-01-29,1.5715 ,2.0104 ,3.1265 
2003-01-30,2.0857 ,2.3573 ,3.0535 
2003-01-31,2.1187 ,2.3951 ,3.0984 
2003-02-08,1.4676 ,1.9406 ,3.1389 
2003-02-09,1.4553 ,1.9717 ,3.3187 
2003-02-10,1.5856 ,2.0273 ,3.1675 
2003-02-11,2.1326 ,2.3823 ,3.0664 
2003-02-12,1.4201 ,1.9226 ,3.1915 
2003-02-13,1.4073 ,1.9154 ,3.1980 
2003-02-14,1.3571 ,1.8816 ,3.2047 
2003-02-17,2.0403 ,2.3341 ,3.1263 
2003-02-18,1.3192 ,1.8791 ,3.2831 
2003-02-19,1.3972 ,1.9166 ,3.2237 
2003-02-20,1.3162 ,1.8495 ,3.1959 
2003-02-21,1.3563 ,1.8698 ,3.1681 
2003-02-24,2.1418 ,2.3470 ,2.9318 
2003-02-25,1.2741 ,1.8801 ,3.4377 
2003-02-26,1.3042 ,1.8462 ,3.2151 
2003-02-27,1.2962 ,1.8442 ,3.2240 
2003-02-28,1.2909 ,1.8086 ,3.1225 
2003-03-03,2.0216 ,2.2760 ,2.9806 
2003-03-04,1.2303 ,1.7668 ,3.1687 
2003-03-05,2.1501 ,2.3507 ,2.9242 
2003-03-06,2.1186 ,2.3702 ,3.0171 
2003-03-07,1.1877 ,1.7688 ,3.2311 
2003-03-10,2.0676 ,2.3259 ,2.9959 
2003-03-11,2.2071 ,2.3990 ,2.9064 
2003-03-12,1.2546 ,1.7937 ,3.2010 
2003-03-13,2.0382 ,2.4436 ,3.4914 
2003-03-14,2.0701 ,2.3422 ,3.0836 
2003-03-17,1.0985 ,1.6634 ,3.1414 
2003-03-18,1.7622 ,2.1250 ,3.0897 
2003-03-19,1.5798 ,2.0046 ,3.1057 
2003-03-20,1.1239 ,1.6778 ,3.1698 
2003-03-21,2.2303 ,2.3805 ,2.8760 
2003-03-24,1.5181 ,1.9737 ,3.1577 
2003-03-25,1.5577 ,1.9970 ,3.1115 
2003-03-26,2.1118 ,2.3095 ,2.8754 
2003-03-27,0.9228 ,1.5872 ,3.2573 
2003-03-28,2.1213 ,2.3643 ,3.0180 
2003-03-31,2.0500 ,2.2833 ,2.9228 
2003-04-01,2.1522 ,2.3282 ,2.8838 
2003-04-02,2.0969 ,2.3173 ,2.9212 
2003-04-03,2.0814 ,2.3175 ,2.9597 
2003-04-04,2.1536 ,2.3693 ,2.9595 
2003-04-07,2.0511 ,2.2832 ,2.9189 
2003-04-08,2.0503 ,2.2368 ,2.7718 
2003-04-09,2.0052 ,2.2613 ,2.9295 
2003-04-10,2.0136 ,2.3949 ,3.3455 
2003-04-11,2.1845 ,2.4125 ,3.0019 
2003-04-14,0.5689 ,1.3596 ,3.3415 
2003-04-15,2.0606 ,2.2924 ,2.8954 
2003-04-16,2.0215 ,2.2851 ,2.9654 
2003-04-17,2.0761 ,2.4311 ,3.3637 
2003-04-18,2.1121 ,2.3452 ,2.9659 
2003-04-21,2.1080 ,2.2960 ,2.8122 
2003-04-22,0.3656 ,1.2008 ,3.3122 
2003-04-23,2.0096 ,2.2214 ,2.8198 
2003-04-24,1.7678 ,2.2523 ,3.4933 
2003-04-25,2.1403 ,2.3203 ,2.8707 
2003-04-28,2.2170 ,2.4077 ,2.9733 
2003-04-29,2.1879 ,2.3441 ,2.8340 
2003-05-06,2.0520 ,2.2413 ,2.7789 
2003-05-07,2.0608 ,2.2729 ,2.8652 
2003-05-08,2.0340 ,2.2564 ,2.8743 
2003-05-09,2.0818 ,2.2444 ,2.7416 
2003-05-12,2.0683 ,2.2215 ,2.7021 
2003-05-13,2.0247 ,2.2625 ,2.9153 
2003-05-14,2.0982 ,2.2951 ,2.8497 
2003-05-15,2.0930 ,2.2961 ,2.8648 
2003-05-16,2.0911 ,2.2179 ,2.6620 
2003-05-19,2.0196 ,2.2524 ,2.8939 
2003-05-20,1.9479 ,2.1913 ,2.8340 
2003-05-21,2.0214 ,2.2606 ,2.8850 
2003-05-22,2.0211 ,2.2698 ,2.9155 
2003-05-23,2.0562 ,2.2488 ,2.7987 
2003-05-26,2.0295 ,2.2491 ,2.8539 
2003-05-27,2.0607 ,2.2717 ,2.8527 
2003-05-28,1.9664 ,2.2198 ,2.8799 
2003-05-29,2.0350 ,2.2470 ,2.8693 
2003-05-30,2.0392 ,2.2550 ,2.8717 
2003-06-02,1.9918 ,2.2279 ,2.8461 
2003-06-03,2.1142 ,2.2980 ,2.7828 
2003-06-04,2.0462 ,2.2758 ,2.8751 
2003-06-05,2.0477 ,2.2799 ,2.8853 
2003-06-06,2.0095 ,2.2816 ,2.9811 
2003-06-09,2.0993 ,2.3124 ,2.8948 
2003-06-10,2.8298 ,2.8085 ,2.8086 
2003-06-11,2.2177 ,2.3516 ,2.7466 
2003-06-12,2.1281 ,2.3181 ,2.8471 
2003-06-13,2.1943 ,2.3946 ,2.9415 
2003-06-16,2.1192 ,2.3438 ,2.9529 
2003-06-17,2.1533 ,2.3809 ,2.9917 
2003-06-18,2.0992 ,2.2966 ,2.8482 
2003-06-20,2.1495 ,2.3508 ,2.9221 
2003-06-23,2.1940 ,2.4099 ,3.0084 
2003-06-24,2.1591 ,2.3603 ,2.9306 
2003-06-25,2.1525 ,2.3321 ,2.8583 
2003-06-26,2.5980 ,2.6507 ,2.8538 
2003-06-27,2.1819 ,2.3999 ,3.0098 
2003-06-30,2.0458 ,2.3196 ,3.0821 
2003-07-01,2.0797 ,2.3251 ,2.9856 
2003-07-02,2.2007 ,2.3986 ,2.9407 
2003-07-03,2.1758 ,2.4648 ,3.2163 
2003-07-04,2.2092 ,2.4127 ,2.9671 
2003-07-07,2.2409 ,2.4054 ,2.8642 
2003-07-08,2.1504 ,2.3710 ,2.9663 
2003-07-09,2.1309 ,2.4028 ,3.1218 
2003-07-10,2.1844 ,2.4118 ,3.0194 
2003-07-11,2.1222 ,2.3413 ,2.9361 
2003-07-14,2.4514 ,2.5760 ,2.9337 
2003-07-15,2.4322 ,2.5529 ,2.9050 
2003-07-16,2.4763 ,2.5754 ,2.8744 
2003-07-17,2.4381 ,2.5691 ,2.9423 
2003-07-18,2.4362 ,2.5567 ,2.9065 
2003-07-21,2.4563 ,2.5869 ,2.9592 
2003-07-22,2.4263 ,2.5445 ,2.8903 
2003-07-23,2.3248 ,2.4746 ,2.8749 
2003-07-24,2.2940 ,2.4796 ,2.9626 
2003-07-25,2.3136 ,2.4781 ,2.9083 
2003-07-28,2.3486 ,2.5095 ,2.9299 
2003-07-29,2.3314 ,2.4873 ,2.8954 
2003-07-30,2.3193 ,2.4900 ,2.9350 
2003-07-31,2.3117 ,2.4828 ,2.9294 
2003-08-01,2.3303 ,2.5030 ,2.9460 
2003-08-04,2.1530 ,2.4006 ,2.9823 
2003-08-05,2.3116 ,2.4761 ,2.9060 
2003-08-06,2.3242 ,2.4861 ,2.9110 
2003-08-07,2.3248 ,2.5064 ,2.9750 
2003-08-11,2.4600 ,2.5837 ,2.9402 
2003-08-12,2.5462 ,2.6298 ,2.9035 
2003-08-13,2.4780 ,2.5578 ,2.8305 
2003-08-14,2.4843 ,2.5716 ,2.8604 
2003-08-19,2.5480 ,2.6259 ,2.8873 
2003-08-20,2.4987 ,2.5742 ,2.8358 
2003-08-21,2.5583 ,2.6241 ,2.8580 
2003-08-22,2.5467 ,2.6234 ,2.8825 
2003-08-25,2.5344 ,2.6038 ,2.8483 
2003-08-26,2.5212 ,2.6061 ,2.8856 
2003-08-27,2.6306 ,2.6747 ,2.8531 
2003-08-28,2.6406 ,2.7006 ,2.9125 
2003-08-29,2.5643 ,2.6199 ,2.8310 
2003-09-01,2.5629 ,2.6206 ,2.8366 
2003-09-02,2.5945 ,2.6645 ,2.9039 
2003-09-03,2.5630 ,2.6202 ,2.8351 
2003-09-04,2.5892 ,2.6599 ,2.9013 
2003-09-05,2.5827 ,2.6588 ,2.9126 
2003-09-08,2.5623 ,2.6715 ,3.0028 
2003-09-09,2.6193 ,2.6897 ,2.9273 
2003-09-10,2.6166 ,2.6729 ,2.8804 
2003-09-11,2.6233 ,2.6916 ,2.9241 
2003-09-12,2.6334 ,2.7149 ,2.9758 
2003-09-15,2.3881 ,2.4784 ,2.7846 
2003-09-16,2.6510 ,2.7073 ,2.9086 
2003-09-17,2.7243 ,2.7953 ,3.0240 
2003-09-18,2.6606 ,2.7474 ,3.0180 
2003-09-19,2.8387 ,2.8946 ,3.0789 
2003-09-22,2.6010 ,2.7396 ,3.1364 
2003-09-23,2.5014 ,2.7419 ,3.3278 
2003-09-24,2.5584 ,2.7235 ,3.1280 
2003-09-25,2.7088 ,2.8589 ,3.2146 
2003-09-26,2.5631 ,2.7088 ,3.0704 
2003-09-27,2.5545 ,2.7933 ,3.3612 
2003-09-28,2.6277 ,2.7669 ,3.1061 
2003-09-29,2.3261 ,2.6878 ,3.5568 
2003-09-30,2.3225 ,2.5869 ,3.2369 
2003-10-08,2.3320 ,2.5831 ,3.2024 
2003-10-09,2.5067 ,2.6763 ,3.0988 
2003-10-10,2.7598 ,2.8675 ,3.1277 
2003-10-13,2.8721 ,3.0526 ,3.4612 
2003-10-14,2.6002 ,2.8508 ,3.4475 
2003-10-15,2.4967 ,2.7063 ,3.2226 
2003-10-16,2.4647 ,2.7362 ,3.3946 
2003-10-17,2.6967 ,2.8883 ,3.3422 
2003-10-20,2.6636 ,2.8785 ,3.4005 
2003-10-21,2.3559 ,2.5684 ,3.1024 
2003-10-22,2.4695 ,2.6979 ,3.2566 
2003-10-23,2.5360 ,2.8486 ,3.5915 
2003-10-24,2.2142 ,2.7114 ,3.9011 
2003-10-27,2.8312 ,2.9356 ,3.1761 
2003-10-28,2.6529 ,2.8798 ,3.4101 
2003-10-29,2.6117 ,2.8586 ,3.4410 
2003-10-30,2.4299 ,2.7380 ,3.4781 
2003-10-31,2.7334 ,2.9101 ,3.3235 
2003-11-03,2.7341 ,2.9079 ,3.3150 
2003-11-04,2.7668 ,2.9204 ,3.2792 
2003-11-05,2.6247 ,2.7995 ,3.2197 
2003-11-06,2.5694 ,2.7699 ,3.2523 
2003-11-07,2.4661 ,2.7091 ,3.4230 
2003-11-10,2.5829 ,2.8216 ,3.5310 
2003-11-11,2.6017 ,2.8873 ,3.7020 
2003-11-12,2.5484 ,2.7142 ,3.2513 
2003-11-13,2.5431 ,2.8225 ,3.6270 
2003-11-14,2.6540 ,2.9112 ,3.6561 
2003-11-17,2.5262 ,2.7877 ,3.5571 
2003-11-18,2.4528 ,2.7931 ,3.7474 
2003-11-19,2.4285 ,2.7856 ,3.7764 
2003-11-20,2.3822 ,2.7390 ,3.7358 
2003-11-21,2.2968 ,2.6861 ,3.7608 
2003-11-24,2.2782 ,2.7136 ,3.7557 
2003-11-25,2.5496 ,2.8796 ,3.7882 
2003-11-26,2.2308 ,2.6976 ,3.9439 
2003-11-28,2.0039 ,2.5285 ,3.9330 
2003-12-01,2.2389 ,2.6601 ,3.8123 
2003-12-02,2.1793 ,2.6718 ,3.9896 
2003-12-03,2.2404 ,2.6761 ,3.8603 
2003-12-04,2.3361 ,2.8146 ,3.9480 
2003-12-05,2.3431 ,2.6497 ,3.5479 
2003-12-08,2.2413 ,2.6686 ,3.8465 
2003-12-09,2.4957 ,2.8311 ,3.7795 
2003-12-10,2.3118 ,2.7342 ,3.8946 
2003-12-11,2.3311 ,2.6810 ,3.6811 
2003-12-12,2.3230 ,2.7295 ,3.8544 
2003-12-15,2.3063 ,2.7155 ,3.8466 
2003-12-16,2.0477 ,2.4867 ,3.7200 
2003-12-17,2.1751 ,2.6193 ,3.8502 
2003-12-18,2.1894 ,2.5638 ,3.6396 
2003-12-19,2.3298 ,2.7142 ,3.7960 
2003-12-22,2.4681 ,2.7959 ,3.7390 
2003-12-23,2.4333 ,2.7565 ,3.6918 
2003-12-24,2.3261 ,2.7505 ,3.7619 
2003-12-25,2.3339 ,2.7931 ,3.9065 
2003-12-26,2.3665 ,2.7813 ,3.7904 
2003-12-29,2.3054 ,2.7523 ,3.8508 
2003-12-30,2.2204 ,2.6711 ,3.7711 
2003-12-31,1.9806 ,2.3597 ,3.3602 
2004-01-02,1.9468 ,2.2462 ,3.1524 
2004-01-05,2.2893 ,2.7656 ,3.8984 
2004-01-06,2.3151 ,2.8874 ,4.2513 
2004-01-07,2.3437 ,2.7084 ,3.7457 
2004-01-08,2.3243 ,2.7278 ,3.8526 
2004-01-09,3.1679 ,3.3482 ,3.8937 
2004-01-12,2.2726 ,2.6537 ,3.7339 
2004-01-13,2.3125 ,2.7930 ,3.9283 
2004-01-14,2.4940 ,2.7808 ,3.6318 
2004-01-15,2.2607 ,2.6493 ,3.7471 
2004-01-16,2.4754 ,2.7968 ,3.7248 
2004-01-17,2.4352 ,2.7897 ,3.7942 
2004-01-18,2.2956 ,2.7108 ,3.8658 
2004-01-19,2.3985 ,2.7372 ,3.7103 
2004-01-20,2.2840 ,2.6780 ,3.7857 
2004-01-21,2.4259 ,2.7693 ,3.7512 
2004-01-29,2.4020 ,2.7662 ,3.7954 
2004-01-30,2.3698 ,2.7658 ,3.8706 
2004-02-02,2.3943 ,2.7848 ,3.8742 
2004-02-03,2.4365 ,2.8105 ,3.8597 
2004-02-04,2.5047 ,2.8792 ,3.9247 
2004-02-05,2.3005 ,2.6985 ,3.8131 
2004-02-06,2.1832 ,2.6965 ,3.9176 
