指标名称,中债国债到期收益率:1年,中债国债到期收益率:3年,中债国债到期收益率:10年
2015-10-28,2.3698 ,2.7247 ,2.9870 
2015-10-29,2.3683 ,2.7158 ,3.0500 
2015-10-30,2.3513 ,2.7381 ,3.0600 
2015-11-02,2.4032 ,2.7159 ,3.0525 
2015-11-03,2.4284 ,2.7414 ,3.0800 
2015-11-04,2.4312 ,2.7809 ,3.1351 
2015-11-05,2.4342 ,2.7618 ,3.1150 
2015-11-06,2.4630 ,2.7781 ,3.1250 
2015-11-09,2.5389 ,2.8381 ,3.2099 
2015-11-10,2.5550 ,2.8431 ,3.2001 
2015-11-11,2.5616 ,2.8405 ,3.1226 
2015-11-12,2.5499 ,2.8196 ,3.1351 
2015-11-13,2.5589 ,2.8329 ,3.1251 
2015-11-16,2.6041 ,2.8314 ,3.1352 
2015-11-17,2.5911 ,2.8379 ,3.1252 
2015-11-18,2.5907 ,2.8375 ,3.1402 
2015-11-19,2.5948 ,2.8638 ,3.1402 
2015-11-20,2.5764 ,2.8573 ,3.1251 
2015-11-23,2.5849 ,2.8636 ,3.1302 
2015-11-24,2.5676 ,2.8455 ,3.1077 
2015-11-25,2.5802 ,2.8600 ,3.0853 
2015-11-26,2.5639 ,2.8513 ,3.0503 
2015-11-27,2.5738 ,2.8336 ,3.0603 
2015-11-30,2.5754 ,2.8277 ,3.0404 
2015-12-01,2.5754 ,2.7925 ,3.0504 
2015-12-02,2.5656 ,2.7885 ,3.0454 
2015-12-03,2.5506 ,2.7152 ,3.0304 
2015-12-04,2.5351 ,2.7071 ,3.0254 
2015-12-07,2.5201 ,2.7242 ,3.0280 
2015-12-08,2.4911 ,2.7099 ,3.0005 
2015-12-09,2.4866 ,2.7106 ,2.9968 
2015-12-10,2.4841 ,2.7115 ,3.0018 
2015-12-11,2.4644 ,2.7060 ,2.9931 
2015-12-14,2.4523 ,2.7333 ,3.0306 
2015-12-15,2.4474 ,2.7387 ,3.0157 
2015-12-16,2.4028 ,2.7292 ,3.0007 
2015-12-17,2.3907 ,2.6961 ,2.9857 
2015-12-18,2.3647 ,2.6660 ,2.9408 
2015-12-21,2.3601 ,2.5836 ,2.8811 
2015-12-22,2.3204 ,2.5761 ,2.8610 
2015-12-23,2.3332 ,2.5722 ,2.8460 
2015-12-24,2.3135 ,2.5603 ,2.8010 
2015-12-25,2.2946 ,2.5694 ,2.8061 
2015-12-28,2.3076 ,2.5413 ,2.7961 
2015-12-29,2.3076 ,2.5153 ,2.8061 
2015-12-30,2.2979 ,2.5395 ,2.8261 
2015-12-31,2.2979 ,2.5466 ,2.8212 
2016-01-04,2.3479 ,2.5697 ,2.8710 
2016-01-05,2.3680 ,2.6173 ,2.8911 
2016-01-06,2.3690 ,2.6322 ,2.8861 
2016-01-07,2.3700 ,2.6110 ,2.8511 
2016-01-08,2.3634 ,2.5906 ,2.8362 
2016-01-11,2.3511 ,2.5792 ,2.8187 
2016-01-12,2.3054 ,2.5618 ,2.7887 
2016-01-13,2.2804 ,2.5192 ,2.7237 
2016-01-14,2.2793 ,2.5199 ,2.7513 
2016-01-15,2.2782 ,2.5601 ,2.7464 
2016-01-18,2.2618 ,2.5650 ,2.7764 
2016-01-19,2.2724 ,2.5770 ,2.7964 
2016-01-20,2.3105 ,2.6063 ,2.8114 
2016-01-21,2.3006 ,2.5995 ,2.7914 
2016-01-22,2.3060 ,2.5647 ,2.7741 
2016-01-25,2.3109 ,2.6301 ,2.8590 
2016-01-26,2.3110 ,2.6228 ,2.8616 
2016-01-27,2.3519 ,2.6209 ,2.9016 
2016-01-28,2.3608 ,2.6240 ,2.8866 
2016-01-29,2.3214 ,2.6149 ,2.8419 
2016-02-01,2.3109 ,2.5813 ,2.8368 
2016-02-02,2.3208 ,2.5976 ,2.8818 
2016-02-03,2.3160 ,2.6041 ,2.8918 
2016-02-04,2.3160 ,2.5715 ,2.8550 
2016-02-05,2.3259 ,2.5637 ,2.8535 
2016-02-06,2.3268 ,2.5675 ,2.8535 
2016-02-14,2.3018 ,2.5780 ,2.8221 
2016-02-15,2.3192 ,2.5774 ,2.8371 
2016-02-16,2.3452 ,2.5659 ,2.8376 
2016-02-17,2.2817 ,2.5732 ,2.8351 
2016-02-18,2.2718 ,2.5634 ,2.8351 
2016-02-19,2.2510 ,2.5670 ,2.8251 
2016-02-22,2.2678 ,2.5507 ,2.8426 
2016-02-23,2.2622 ,2.5679 ,2.8451 
2016-02-24,2.2638 ,2.5175 ,2.8676 
2016-02-25,2.2834 ,2.5319 ,2.8651 
2016-02-26,2.2764 ,2.5283 ,2.8551 
2016-02-29,2.2576 ,2.5370 ,2.8502 
2016-03-01,2.2086 ,2.5295 ,2.8527 
2016-03-02,2.2093 ,2.5058 ,2.8752 
2016-03-03,2.2132 ,2.5118 ,2.9002 
2016-03-04,2.1742 ,2.5076 ,2.8952 
2016-03-07,2.1902 ,2.5172 ,2.9303 
2016-03-08,2.1870 ,2.5247 ,2.9352 
2016-03-09,2.1864 ,2.5048 ,2.8928 
2016-03-10,2.1895 ,2.4843 ,2.8653 
2016-03-11,2.1612 ,2.4882 ,2.8453 
2016-03-14,2.1469 ,2.4440 ,2.8504 
2016-03-15,2.1275 ,2.4068 ,2.8404 
2016-03-16,2.1012 ,2.3770 ,2.8054 
2016-03-17,2.0788 ,2.3684 ,2.8154 
2016-03-18,2.0551 ,2.3443 ,2.8229 
2016-03-21,2.0552 ,2.3563 ,2.8305 
2016-03-22,2.0842 ,2.3603 ,2.8304 
2016-03-23,2.0589 ,2.3351 ,2.8307 
2016-03-24,2.0690 ,2.3134 ,2.8309 
2016-03-25,2.0530 ,2.3056 ,2.8311 
2016-03-28,2.0918 ,2.3232 ,2.8665 
2016-03-29,2.1039 ,2.2964 ,2.8510 
2016-03-30,2.0796 ,2.3079 ,2.8362 
2016-03-31,2.0861 ,2.3025 ,2.8419 
2016-04-01,2.0964 ,2.3083 ,2.8422 
2016-04-05,2.0854 ,2.3211 ,2.8637 
2016-04-06,2.1057 ,2.3466 ,2.8689 
2016-04-07,2.1358 ,2.3709 ,2.9049 
2016-04-08,2.1677 ,2.3797 ,2.9158 
2016-04-11,2.1776 ,2.3849 ,2.9091 
2016-04-12,2.1893 ,2.3949 ,2.9100 
2016-04-13,2.2319 ,2.4252 ,2.9271 
2016-04-14,2.2259 ,2.4534 ,2.9352 
2016-04-15,2.2172 ,2.4534 ,2.9151 
2016-04-18,2.2187 ,2.4387 ,2.9047 
2016-04-19,2.2143 ,2.4237 ,2.9060 
2016-04-20,2.2296 ,2.4561 ,2.9258 
2016-04-21,2.2349 ,2.4668 ,2.9208 
2016-04-22,2.2706 ,2.4963 ,2.9309 
2016-04-25,2.3273 ,2.5796 ,2.9362 
2016-04-26,2.3011 ,2.5603 ,2.9212 
2016-04-27,2.2805 ,2.5568 ,2.9108 
2016-04-28,2.3029 ,2.5568 ,2.8863 
2016-04-29,2.3070 ,2.5817 ,2.8913 
2016-05-03,2.2752 ,2.5754 ,2.8890 
2016-05-04,2.3126 ,2.5847 ,2.8965 
2016-05-05,2.3500 ,2.5771 ,2.9017 
2016-05-06,2.3403 ,2.5877 ,2.9016 
2016-05-09,2.3526 ,2.5733 ,2.8818 
2016-05-10,2.3248 ,2.5639 ,2.9000 
2016-05-11,2.3071 ,2.5544 ,2.9075 
2016-05-12,2.3002 ,2.5344 ,2.8975 
2016-05-13,2.2905 ,2.5249 ,2.9050 
2016-05-16,2.2992 ,2.5051 ,2.9275 
2016-05-17,2.2989 ,2.5055 ,2.9300 
2016-05-18,2.3131 ,2.5362 ,2.9550 
2016-05-19,2.3143 ,2.5417 ,2.9600 
2016-05-20,2.3064 ,2.5370 ,2.9500 
2016-05-23,2.3004 ,2.5432 ,2.9550 
2016-05-24,2.3187 ,2.5430 ,2.9350 
2016-05-25,2.3130 ,2.5561 ,2.9401 
2016-05-26,2.3194 ,2.5644 ,2.9401 
2016-05-27,2.3168 ,2.6034 ,2.9451 
2016-05-30,2.3196 ,2.6098 ,2.9776 
2016-05-31,2.3201 ,2.6074 ,2.9851 
2016-06-01,2.3438 ,2.6019 ,2.9952 
2016-06-02,2.3753 ,2.6069 ,3.0127 
2016-06-03,2.3975 ,2.6053 ,3.0152 
2016-06-06,2.4022 ,2.6058 ,3.0041 
2016-06-07,2.3979 ,2.6021 ,3.0071 
2016-06-08,2.4041 ,2.6090 ,3.0077 
2016-06-12,2.4160 ,2.6086 ,3.0053 
2016-06-13,2.4130 ,2.6079 ,2.9979 
2016-06-14,2.4087 ,2.5970 ,2.9654 
2016-06-15,2.4071 ,2.6052 ,2.9604 
2016-06-16,2.4006 ,2.5938 ,2.9455 
2016-06-17,2.3989 ,2.5967 ,2.9379 
2016-06-20,2.4061 ,2.5886 ,2.9481 
2016-06-21,2.4076 ,2.5990 ,2.9405 
2016-06-22,2.4020 ,2.5968 ,2.9307 
2016-06-23,2.3979 ,2.5827 ,2.9307 
2016-06-24,2.4005 ,2.5678 ,2.8808 
2016-06-27,2.3985 ,2.5427 ,2.8310 
2016-06-28,2.3917 ,2.5567 ,2.8610 
2016-06-29,2.4022 ,2.5591 ,2.8586 
2016-06-30,2.3901 ,2.5484 ,2.8411 
2016-07-01,2.3611 ,2.5293 ,2.8038 
2016-07-04,2.3611 ,2.5462 ,2.8314 
2016-07-05,2.3464 ,2.5478 ,2.8514 
2016-07-06,2.3317 ,2.5437 ,2.8365 
2016-07-07,2.3170 ,2.5183 ,2.8066 
2016-07-08,2.3074 ,2.5194 ,2.8016 
2016-07-11,2.3039 ,2.5313 ,2.8268 
2016-07-12,2.3131 ,2.5310 ,2.8368 
2016-07-13,2.3295 ,2.5441 ,2.8494 
2016-07-14,2.3191 ,2.5318 ,2.8395 
2016-07-15,2.3187 ,2.5258 ,2.8271 
2016-07-18,2.2994 ,2.5261 ,2.8271 
2016-07-19,2.2938 ,2.5223 ,2.8197 
2016-07-20,2.2650 ,2.5110 ,2.7996 
2016-07-21,2.2404 ,2.4914 ,2.7806 
2016-07-22,2.2629 ,2.4842 ,2.7907 
2016-07-25,2.2629 ,2.4953 ,2.8068 
2016-07-26,2.2663 ,2.5008 ,2.7913 
2016-07-27,2.2423 ,2.4873 ,2.7967 
2016-07-28,2.2383 ,2.4715 ,2.7867 
2016-07-29,2.2394 ,2.4802 ,2.7768 
2016-08-01,2.2369 ,2.4782 ,2.7830 
2016-08-02,2.2454 ,2.4414 ,2.7792 
2016-08-03,2.2157 ,2.4343 ,2.7718 
2016-08-04,2.1960 ,2.4322 ,2.7694 
2016-08-05,2.1860 ,2.4126 ,2.7534 
2016-08-08,2.1851 ,2.4083 ,2.7472 
2016-08-09,2.1789 ,2.3834 ,2.7125 
2016-08-10,2.1690 ,2.3712 ,2.6950 
2016-08-11,2.1531 ,2.3843 ,2.6875 
2016-08-12,2.1385 ,2.3699 ,2.6701 
2016-08-15,2.1302 ,2.3555 ,2.6401 
2016-08-16,2.0955 ,2.3566 ,2.6651 
2016-08-17,2.1004 ,2.3569 ,2.6901 
2016-08-18,2.0904 ,2.3473 ,2.6801 
2016-08-19,2.1015 ,2.3679 ,2.7001 
2016-08-22,2.1032 ,2.3841 ,2.6801 
2016-08-23,2.1026 ,2.3949 ,2.7201 
2016-08-24,2.1108 ,2.4099 ,2.7301 
2016-08-25,2.1199 ,2.4210 ,2.7201 
2016-08-26,2.1262 ,2.4314 ,2.6927 
2016-08-29,2.1282 ,2.4120 ,2.7064 
2016-08-30,2.1286 ,2.4275 ,2.7527 
2016-08-31,2.1160 ,2.4275 ,2.7425 
2016-09-01,2.1130 ,2.4137 ,2.7452 
2016-09-02,2.1297 ,2.4238 ,2.7452 
2016-09-05,2.1267 ,2.4250 ,2.7503 
2016-09-06,2.1359 ,2.4303 ,2.7628 
2016-09-07,2.1280 ,2.4308 ,2.7853 
2016-09-08,2.1405 ,2.4256 ,2.7753 
2016-09-09,2.1622 ,2.4249 ,2.7678 
2016-09-12,2.1854 ,2.4511 ,2.7916 
2016-09-13,2.1722 ,2.4467 ,2.7654 
2016-09-14,2.1717 ,2.4471 ,2.7579 
2016-09-18,2.1834 ,2.4480 ,2.7655 
2016-09-19,2.1784 ,2.4376 ,2.7605 
2016-09-20,2.1734 ,2.4278 ,2.7431 
2016-09-21,2.1734 ,2.4378 ,2.7518 
2016-09-22,2.1634 ,2.4211 ,2.7456 
2016-09-23,2.1584 ,2.3980 ,2.7318 
2016-09-26,2.1534 ,2.4070 ,2.7157 
2016-09-27,2.1684 ,2.3983 ,2.7144 
2016-09-28,2.1684 ,2.3775 ,2.7244 
2016-09-29,2.1684 ,2.3884 ,2.7282 
2016-09-30,2.1584 ,2.4110 ,2.7258 
2016-10-08,2.1507 ,2.4138 ,2.7047 
2016-10-09,2.1600 ,2.4128 ,2.6760 
2016-10-10,2.1487 ,2.3980 ,2.6735 
2016-10-11,2.1513 ,2.3980 ,2.6835 
2016-10-12,2.1590 ,2.3978 ,2.7098 
2016-10-13,2.1467 ,2.3887 ,2.7010 
2016-10-14,2.1381 ,2.3780 ,2.6952 
2016-10-17,2.1495 ,2.3884 ,2.6904 
2016-10-18,2.1446 ,2.3191 ,2.6965 
2016-10-19,2.1361 ,2.3087 ,2.6664 
2016-10-20,2.1361 ,2.2926 ,2.6518 
2016-10-21,2.1461 ,2.3024 ,2.6451 
2016-10-24,2.1593 ,2.3177 ,2.6595 
2016-10-25,2.1493 ,2.3025 ,2.6859 
2016-10-26,2.1803 ,2.3385 ,2.7200 
2016-10-27,2.1870 ,2.3489 ,2.7068 
2016-10-28,2.1751 ,2.3397 ,2.7027 
2016-10-31,2.1711 ,2.3407 ,2.7425 
2016-11-01,2.1741 ,2.3516 ,2.7375 
2016-11-02,2.1621 ,2.3515 ,2.7372 
2016-11-03,2.1500 ,2.3418 ,2.7301 
2016-11-04,2.1391 ,2.3422 ,2.7339 
2016-11-07,2.1451 ,2.3581 ,2.7475 
2016-11-08,2.1451 ,2.3635 ,2.7634 
2016-11-09,2.1401 ,2.3689 ,2.7651 
2016-11-10,2.1401 ,2.3691 ,2.7926 
2016-11-11,2.1406 ,2.3714 ,2.8150 
2016-11-14,2.1313 ,2.3656 ,2.8577 
2016-11-15,2.1618 ,2.4062 ,2.8501 
2016-11-16,2.1514 ,2.4068 ,2.8652 
2016-11-17,2.1813 ,2.4318 ,2.9055 
2016-11-18,2.2258 ,2.4463 ,2.8901 
2016-11-21,2.2027 ,2.4567 ,2.8851 
2016-11-22,2.1753 ,2.4587 ,2.8689 
2016-11-23,2.1853 ,2.4588 ,2.8451 
2016-11-24,2.2002 ,2.4755 ,2.8502 
2016-11-25,2.2294 ,2.5102 ,2.8650 
2016-11-28,2.2200 ,2.5122 ,2.8502 
2016-11-29,2.2599 ,2.5525 ,2.8906 
2016-11-30,2.3010 ,2.6027 ,2.9502 
2016-12-01,2.3270 ,2.6437 ,2.9893 
2016-12-02,2.3509 ,2.6632 ,2.9895 
2016-12-05,2.3974 ,2.6216 ,3.0302 
2016-12-06,2.3702 ,2.6654 ,3.1151 
2016-12-07,2.3984 ,2.6722 ,3.0877 
2016-12-08,2.4400 ,2.6701 ,3.0753 
2016-12-09,2.5096 ,2.6895 ,3.0853 
2016-12-12,2.5744 ,2.7132 ,3.1458 
2016-12-13,2.5995 ,2.7487 ,3.1863 
2016-12-14,2.7059 ,2.7489 ,3.2186 
2016-12-15,2.8556 ,2.9163 ,3.3315 
2016-12-16,2.9874 ,2.9986 ,3.2803 
2016-12-19,3.0491 ,3.0498 ,3.3316 
2016-12-20,3.0491 ,3.1229 ,3.3739 
2016-12-21,2.9194 ,3.0588 ,3.2815 
2016-12-22,2.8718 ,3.0588 ,3.1908 
2016-12-23,2.7165 ,2.9981 ,3.1769 
2016-12-26,2.7236 ,2.9278 ,3.1551 
2016-12-27,2.7348 ,2.9256 ,3.1628 
2016-12-28,2.7507 ,2.9206 ,3.1223 
2016-12-29,2.7180 ,2.8067 ,3.0471 
2016-12-30,2.6493 ,2.7850 ,3.0115 
2016-12-31,2.6503 ,2.7850 ,3.0115 
2017-01-03,2.7484 ,2.8265 ,3.1054 
2017-01-04,2.7490 ,2.8599 ,3.1823 
2017-01-05,2.7804 ,2.8567 ,3.2086 
2017-01-06,2.7799 ,2.8348 ,3.1953 
2017-01-09,2.7650 ,2.8160 ,3.1692 
2017-01-10,2.7252 ,2.8191 ,3.1792 
2017-01-11,2.7164 ,2.8530 ,3.2055 
2017-01-12,2.7147 ,2.8106 ,3.1888 
2017-01-13,2.6866 ,2.8121 ,3.2022 
2017-01-16,2.6224 ,2.7933 ,3.2496 
2017-01-17,2.6677 ,2.8382 ,3.2692 
2017-01-18,2.6380 ,2.8194 ,3.2682 
2017-01-19,2.6678 ,2.8168 ,3.2584 
2017-01-20,2.6413 ,2.8082 ,3.2440 
2017-01-22,2.6430 ,2.7873 ,3.2550 
2017-01-23,2.6429 ,2.7808 ,3.2429 
2017-01-24,2.6418 ,2.7961 ,3.2837 
2017-01-25,2.6543 ,2.8213 ,3.3463 
2017-01-26,2.6757 ,2.8212 ,3.3465 
2017-02-03,2.7402 ,2.8551 ,3.4214 
2017-02-04,2.7926 ,2.8770 ,3.4099 
2017-02-06,2.8439 ,2.9079 ,3.4905 
2017-02-07,2.8942 ,2.9554 ,3.4866 
2017-02-08,2.8621 ,2.9508 ,3.4591 
2017-02-09,2.8300 ,2.9514 ,3.4148 
2017-02-10,2.8357 ,2.9510 ,3.4368 
2017-02-13,2.8467 ,2.9367 ,3.4192 
2017-02-14,2.8228 ,2.9519 ,3.4107 
2017-02-15,2.8226 ,2.9206 ,3.4058 
2017-02-16,2.8127 ,2.9017 ,3.3559 
2017-02-17,2.7982 ,2.8805 ,3.3311 
